name,tel,addr,addr2,Latitude,Longitude,menu,price,thumb,rating,count,가성비좋은,분위기좋은,감성카페,고급스러운,조용한,깔끔한,디저트,인테리어,사진찍기좋은,이색적인,뷰가좋은,예쁜,동네핫플
커피오브콜스,0507-1473-5624,이태원동 99-11,이태원동,37.5322825,126.9944951,"['C.O.C coffee', 'E.O.C tea', '로얄 밀크티']","[6500, 7000, 6500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220207_178%2F1644225615321gmKrr_JPEG%2F60B4F64B-D4F3-4F43-B144-5C608AD3425A.jpeg,4.88,1,0,1,1,0,0,0,0,0,0,0,1,1,1
케냐키암부커피,02-798-0020,이태원동 243-36,이태원동,37.5397118,126.9954703,"['하우스 블랜드', '우간다', '키암부 AA']","[7500, 8000, 9000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MDVfMTYy%2FMDAxNjU0Mzg3NjgzNTM0.1ukLMavxQK3tlwx0a9zC6GCdU9uaGXhgUOGVFljdF1Ig.TUm2xc7C-XTx7X1iFJVVTWOeNeeh5bahH9ACw6VYN3Ig.JPEG.dhzkdl2%2FIMG_6566.,4.3,1,1,1,1,0,0,1,1,1,0,0,1,1,1
케르반 카페,0507-1411-2152,이태원동 137-16,이태원동,37.5332593,126.9965209,"['카이막2인세트', '카이막1인세트', '바클라와(1pc)']","[19000, 9500, 2500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220718_241%2F1658109360120qhOU9_JPEG%2FKakaoTalk_20220126_202115451.jpg,2.8,1,0,1,1,0,1,0,1,0,1,0,1,1,0
코에오coeo,070-1234-5647,이태원동 74-18,이태원동,37.5334901,126.9920926,"['Espresso', 'Espresso conpanna', 'Americano']","[3800, 4300, 3800]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220407_128%2F1649323630706s54yw_JPEG%2F3F240F2B-390B-4963-B350-FA5C541D8B4B.jpeg,2.84,1,0,0,1,1,0,1,1,1,0,1,1,0,1
코지덤즈,0507-1330-8660,이태원동 557,이태원동,37.5373206,126.9870557,"['덤즈블랙', '크림연유라떼', '아이스 아메리카노']","[6500, 6500, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220618_270%2F1655525160624owc9C_JPEG%2FBF56E182-AAC9-4861-A805-2305F810646E.jpeg,2.65,1,1,0,1,0,1,0,0,1,0,1,0,1,0
코지빌라커피,02-794-5657,이태원동 74-45,이태원동,37.5328982,126.9924197,"['아메리카노', '카페라떼', '바닐라 화이트']","[4000, 4500, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180917_3%2F1537148793784Hy4Mp_JPEG%2Fvhp401_4djiCixh6NViOOfoM.jpg,4.63,1,1,1,1,0,0,0,1,0,1,1,1,1,1
콩카페 이태원점,070-7717-0333,이태원동 34-54,이태원동,37.5332054,126.9894523,"['코코넛 스무디 커피', '코코넛 라이스 스무디 (L)', '코코넛 멍빈(녹두) 스무디 (L)']","[6000, 6500, 6000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181213_124%2F1544680269206bOERP_JPEG%2FGCS4_C3jVinHGCZ303WijEoK.jpg,4.36,1,0,0,0,0,0,0,0,1,0,0,1,1,1
키에리,02-798-3441,이태원동 73-7,이태원동,37.5333318,126.9931764,"['아메리카노', '카페라떼/카페모카/카라멜마끼아또/두유라떼', '콘크럼블치즈케이크']","[5000, 5500, 9500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190524_162%2F15586353228140zg3r_JPEG%2Fvro0fpTHTpg9DUUzV0knbcYz.jpg,4.09,1,1,0,0,1,1,1,0,0,1,0,1,0,1
타이거에스프레소,02-6095-0304,이태원동 325-3,이태원동,37.5376693,126.9886317,"['에스프레소', '아메리카노', '플랫화이트']","[5000, 5000, 5500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220202_99%2F16437755983276gFBw_JPEG%2F8D558D85-0D4B-4161-BA21-D414D31A6F6D.jpeg,4.59,1,1,1,1,0,1,0,1,0,0,0,1,0,1
토프레소 이태원점,010-4666-2664,이태원동 64-24,이태원동,37.5338351,126.9912349,"['카페 아메리카노', '카페라뗴', '에스프레소']","[3000, 3500, 3000]",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191031_265%2F1572505404493Gjx2y_JPEG%2Fimage.jpg,3.9,1,1,0,0,1,0,1,0,1,1,0,1,0,0
투썸플레이스 이태원역점,02-792-2377,이태원동 127-12,이태원동,37.5341873,126.9941753,"['스페니쉬연유카페라떼(L)', '떠먹는아이스박스', '데일리오트코코넛라떼(R)']","[6300, 6500, 6000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220811_108%2F1660217312270iaB19_JPEG%2F0694CF38-15C9-43E1-9998-4FAEDD747407.jpeg,4.39,1,1,1,0,0,1,1,1,1,1,1,0,0,0
파리바게뜨 이태원경리단점,02-749-8287,이태원동 281-5,이태원동,37.5389426,126.9889573,"['한입에 두번 반한 단팥크림빵', '실키롤케익', '찍먹양송이스프볼']","[1600, 11000, 8500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220519_1%2F1652971543352kq5dV_JPEG%2F1652971398224.jpg,4.36,1,0,1,1,1,1,1,0,0,0,1,0,0,1
파리바게뜨 이태원점,02-790-7742,이태원동 127-7,이태원동,37.5342675,126.994602,"['리얼딸기라떼', '한입에 두번 반한 단팥크림빵', '실키롤케익']","[3900, 1600, 11000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220816_114%2F16606070904576ib0J_JPEG%2F%25C0%25CC%25C5%25C2%25BF%25F8%25C0%25CC%25C0%25FC1.jpg,4.11,1,1,0,0,0,1,1,0,0,0,0,0,1,1
파치드 서울,070-8888-4515,이태원동 451-5,이태원동,37.5351824,126.9885272,"['White', '밀크티', 'Espresso']","[6500, 6500, 5000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191025_139%2F1571978558295rln9b_JPEG%2FSFemBosXBU97qYl2rLGg0TZJ.jpeg.jpg,4.49,1,0,0,1,1,1,1,1,0,1,0,1,0,0
팬케이크샵,0507-1462-3770,이태원동 455-1,이태원동,37.5349168,126.9884391,"['아메리카노', '발로나 쵸코 밀크', '밀크티']","[4500, 6000, 6000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220715_11%2F1657892228473kucMl_JPEG%2F70F68F51-6566-4D09-BB85-FB0B87221F27.jpeg,2.27,1,0,1,0,1,0,0,1,0,1,0,0,1,1
포지티브미 & 액티브써클,0507-1357-2800,이태원동 225-159,이태원동,37.5395164,126.9909434,"['액티브 블랙 프로틴라떼', '포지티브 블루 레몬에이드', '아메리카노']","[7000, 6000, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220330_22%2F1648631781759uaOzU_JPEG%2FIMG_5736.jpg,2.03,1,0,0,0,0,1,0,0,0,0,0,1,0,1
푸실케이크,0507-1352-3507,이태원동 541,이태원동,37.535001,126.9876471,['당일 레터링 케이크(미니사이즈)'],[21000],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220425_113%2F1650838108242VfBuB_PNG%2Ftitle_mb.png,4.95,1,0,0,1,0,1,1,1,0,1,0,1,1,1
프롬더테이블,0507-1366-8454,이태원동 314-1,이태원동,37.5378286,126.9892428,"['아메리카노', '아이스아메리카노', '카페라떼']","[4800, 5500, 5500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200303_117%2F1583165313243ney9W_JPEG%2F56v4oXxmFiYSM7gsCwJYmqR-.jpg,4.85,1,0,0,0,1,0,1,0,1,0,0,0,1,1
프릭,0507-1486-0165,이태원동 130-29,이태원동,37.5331723,126.9938099,"['소금빵', '까눌레', '크림치즈 케이크']","[2500, 3000, 7000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211201_238%2F1638350749832I0sL5_PNG%2FFreak_%25B7%25CE%25B0%25ED_%25BB%25A7_%25BA%25A3%25C0%25CC%25C4%25BF%25B8%25AE%25C4%25AB%25C6%25E4.png,2.49,1,0,0,1,0,1,0,0,1,1,0,1,1,1
플랜트,02-749-1981,이태원동 130-43,이태원동,37.5331073,126.9942193,"['캐럿케익', '아메리카노', '주스']","[7000, 4000, 8000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210414_44%2F1618410070765pGTmC_JPEG%2FXe3S191UJAH31g_TRI_-xQVp.jpeg.jpg,4.54,1,1,0,0,1,1,1,1,0,1,0,1,1,0
플랜티카,02-790-3066,이태원동 704,이태원동,37.5393588,126.98769,"['핫 오리지널 샌드위치\n주문수 8', '비건 조각 케이크', '트로피칼 시금치 스무디']","[8500, 6500, 6000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200930_49%2F1601460515531nxi5p_JPEG%2FZm60JQxaDwtCf5lVQJvdYigN.jpg,4.78,1,0,1,0,1,1,1,0,1,0,1,1,1,0
피컨트,0507-1373-5671,이태원동 44-23,이태원동,37.5322667,126.9910625,"['아메리카노 AMERICANO', '이태원 흑임자 라떼 ITAEWON LATTE', '카페라떼 CAFE LATTE']","[3000, 6000, 4000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210516_270%2F1621164050766uIbCp_JPEG%2F2A1oZ6b6H8vKXelD9Dr-aBAC.jpg,4.74,1,1,0,0,1,0,0,1,0,0,0,1,0,1
할리스 이태원점,02-749-8752,이태원동 108-9,이태원동,37.5347302,126.9941284,"['민트 초코칩 할리치노', '딸기 치즈케익 할리치노', '카라멜 마키아또']","[6100, 6100, 5900]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210302_125%2F161464487124061agC_JPEG%2FK15utTFWXeuNEny1JMXiV57W.jpg,4.41,1,0,0,1,1,1,1,0,1,1,0,0,1,1
헤미안,0507-1361-3609,이태원동 666,이태원동,37.5398243,126.987548,"['프렌치 토스트', '피스타치오 감자 그라탕', '토마토 스크램블 에그']","[13000, 16000, 15000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220627_27%2F1656256830308LNOAH_PNG%2F95D5E4B8-EEDF-475B-882A-B7536186348F.png,4.68,1,0,0,0,1,0,1,0,0,1,0,1,0,1
헤미안 커피바,010-7330-7574,이태원동 451-13,이태원동,37.53509,126.9883565,"['카라멜푸딩', '커피푸딩', '망고푸딩']","[8000, 8500, 9000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211112_286%2F1636711207757pO8eQ_JPEG%2FE4B102A4-38AB-4FA5-9010-394675B5DAFF.jpeg,2.99,1,1,1,0,1,0,0,0,0,0,0,0,1,0
훔볼트,0507-1320-8171,이태원동 99-16,이태원동,37.532029,126.9945675,"['롱블랙', '스탠다드라떼', '몽블랑']","[4000, 4500, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210719_23%2F1626689660726bMNE0_JPEG%2FHjNX1bMGYPypoPxGJiBf7dje.jpeg.jpg,4.63,1,0,0,1,1,0,0,1,1,0,0,0,0,0
뽀르누서울,010-8536-5021,주성동 1-18,주성동,37.523528,126.9978923,"['에스프레소', '아메리카노', '카푸치노']","[3500, 4000, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220411_173%2F1649684482881FJp7v_JPEG%2F1E1B026A-82F0-4CB0-9D02-77F6217C3C79.jpeg,2.68,1,1,1,0,0,0,0,1,1,1,0,1,1,1
브런치카페 르플뢰브,070-4208-5462,청암동 163,청암동,37.5352277,126.9457986,"['카포나타', '에그 베네딕트', '갈레트 크래미']","[26000, 17000, 14000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211107_4%2F1636256855025q6FC8_JPEG%2FFT7Vo1zbq9ehQBFty8TcQBIb.jpg,4.43,1,1,0,1,1,1,0,0,0,1,1,0,1,1
BC158,02-717-4508,청파동3가 132-22,청파동,37.5420622,126.9622959,"['아메리카노', '치킨 바질 그릴드 파니니', '잠봉 바질 그릴드 파니니']","[4300, 8500, 8500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220424_162%2F1650791704224enH1G_JPEG%2F775ACC72-098D-4C1A-9496-C5F0AEE07D95.jpeg,4.33,1,1,1,0,1,0,0,1,1,0,0,1,1,1
etc,0507-1418-5772,청파동3가 107-9,청파동,37.5439448,126.9688071,"['월넛초코칩쿠키', '버터스콘']","[3400, 3000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210729_86%2F1627533658240FnsaJ_JPEG%2FFn74EpxcqfmmsQMnoaJ1jFcj.jpeg.jpg,4,1,0,0,0,0,1,0,1,1,0,0,0,0,1
가가,02-6093-5480,청파동2가 67-5,청파동,37.5450132,126.9672375,"['아메리카노', '카페라떼', '카페모카']","[3000, 3500, 4000]",https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fapis.naver.com%2Fplace%2Fpanorama%2Fthumbnail%2F1612483619%2F0%3Fwidth%3D800%26height%3D400%26msgpad%3D1663171885976%26md%3Da95kF1FAzO9amK7hTpo2Ld3YFEs%253D,4.46,1,1,1,1,0,0,1,0,0,1,1,1,1,0
고망고 숙대입구점,02-714-7730,청파동3가 50-1,청파동,37.5439139,126.9703295,"['1리터 망고', '식후땡 망고', '1리터 아메리카노']","[4200, 1500, 3000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA0MjZfMjg1%2FMDAxNjUwOTYxMTQ1MzM0.uvIXu-c7N96IurqH7i17Nc7i_R9v7mKjS9DOobauLbMg.bJxhmdXMvRgOC4kdjIxI1JCyXyoxS9y4m5KB5y41qFUg.JPEG.kmkmkmk_%2FIMG_4345.jpg,4.49,1,0,1,0,0,0,0,1,1,0,1,1,1,0
공차 숙명여대점,0507-1390-3303,청파동2가 63-21,청파동,37.5450652,126.9661719,['베스트 컴비네이션 L'],[4200],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190416_108%2F1555421811043f1JGs_JPEG%2F7-1gYLRfXmlEPE9zsHbwL6T9.jpg,4.41,1,0,0,1,1,0,0,0,1,1,0,0,0,1
과일에반하다프루타용산점,02-711-7964,청파동3가 121-55,청파동,37.5424586,126.968866,"['FRUTA 용산점 초대박E벤트)허니듀 멜론 (한정판매)(300g)', 'New) 프리미엄 샤인머스켓(250g)', 'New) 프리미엄 샤인머스켓(500g)']","[6900, 11000, 21500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA4MjJfNDAg%2FMDAxNjYxMTA2NTEyMjc3.s7JXPlhDTrqzL7QlkEVJ9BxuDEZdPd0EaNeu44PIGPQg.3yIq7Nthf2EhI7tequBvQTujDqt6Fg-aouprt_aEYuEg.JPEG.dawnstar0521%2F20220807%25A3%25DF132736.jpg,2.05,1,0,1,1,0,0,1,1,0,0,1,0,0,1
꽃보다크레페,0507-1342-1029,청파동3가 60,청파동,37.5435506,126.9705111,"['누텔라 or 로투스+딸기+바나나+아이스크림\n별점\n4.83', '베리치즈 크레페', '크레페 브륄레\n별점\n5']","[5500, 6500, 6500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190702_68%2F1562043544158mE7FE_JPEG%2FBP7oo_gLnZ5_U_l2nAwB0v6_.jpg,4.63,1,1,0,1,0,1,0,0,1,0,1,1,0,0
낭만청파,0507-1324-2750,청파동2가 90-6,청파동,37.5451206,126.9699395,"['아메리카노', '카페라떼', '연유라떼']","[3500, 4000, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20181211_223%2F15445103489690xGh8_JPEG%2FdJ9kUZ1s-oDpO6qAoQIG6ysg.jpeg.jpg,4.49,1,1,1,1,1,1,0,1,0,0,0,1,0,0
너드커피스탠드,02-706-4333,청파동2가 63-21,청파동,37.5450652,126.9661719,"['아메리카노', '플렛화이트', '카푸치노']","[2300, 2800, 2800]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190922_250%2F1569124616604xTTkM_JPEG%2FR3vZ0KdmipkZ-5pP3D-cTA56.jpg,4.43,1,1,1,0,1,1,0,1,1,0,1,0,1,1
뚜레쥬르 숙대입구점,02-707-3492,청파동2가 90-2,청파동,37.5450541,126.9702686,"['그랑드카페 아이스아메리카노', '바삭 몬테크리스토 (1/2)', '바삭 몬테크리스토']","[3500, 3300, 6300]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210106_72%2F1609892145530WzQVO_PNG%2F8_hfbMTE1Wa5P5y89_erZL6Y.png,4.4,1,1,1,1,1,0,1,1,0,1,1,1,1,1
띵똥와플 숙명여대점,02-711-8777,청파동2가 55-5,청파동,37.5451027,126.9658285,"['플레인 눈송이스페셜', '초코 띵똥스페셜 A', '컵가득 요거트아이스크림']","[4900, 5300, 4800]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190505_205%2F1557031050660lI20V_JPEG%2Fdj8xgdWAkowY6TnR3sIoqR-2.jpg,2.49,1,1,1,0,0,1,0,1,0,1,0,1,1,1
레드우드,02-707-1448,청파동3가 109-12,청파동,37.5441912,126.9679256,"['아메리카노', '카페라떼', '핫초코']","[4500, 5500, 5500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200406_294%2F1586143668035Un82i_JPEG%2FbELifXfv1rlqqqRawMesCY9J.jpg,4.44,1,0,1,1,1,0,0,1,1,0,0,0,1,1
로로카페 청파로점,010-2776-9544,청파동2가 71-6,청파동,37.5449218,126.9683251,"['아메리카노', '카페라떼', '아인슈페너']","[3500, 4000, 6000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211120_283%2F16373737221116Uakt_JPEG%2F%25C5%25A9%25B1%25E2%25BA%25AF%25C8%25AFIMG_2380_touched.jpg,2.96,1,0,0,0,1,0,1,0,1,1,1,1,0,0
롱시티카페,0507-1371-6619,청파동3가 29-2,청파동,37.5442461,126.9695702,"['바닐라빈 라떼', '로투스 슈페너', '레몬바질 에이드']","[4500, 5800, 4000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220517_34%2F16527899397306CdtV_JPEG%2F61F5D531-C403-4CD5-A209-495B446687EC.jpeg,2.76,1,1,1,1,1,1,0,0,0,0,0,1,0,1
만천재,02-364-0356,청파동2가 104-6,청파동,37.5461641,126.9700553,"['쌀 호두과자 10개', '딸기썸머크림라떼', '제주청귤티']","[5500, 6000, 5500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210708_118%2F1625709549012q2SNq_JPEG%2FIFJajNi5GrbQebWvrKt_ZpCh.jpg,4.47,1,1,0,1,1,0,1,1,0,0,1,0,0,1
말죽거리꽈배기,0507-1381-9455,청파동2가 71-57,청파동,37.5446122,126.9683679,"['찹쌀꽈배기(1개)', '찹쌀꽈배기(3개)', '찹쌀도넛(완두콩앙금)(1개)']","[1000, 2500, 1000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201221_111%2F1608518283028szKg5_JPEG%2FUBCVJM3NEBjWlYnY7_BQ1y93.jpg,4.36,1,1,0,0,0,1,0,1,1,1,0,0,1,0
모몽,0507-1384-5680,청파동3가 106-3,청파동,37.543595,126.9694094,"['아메리카노', '카페라떼', '카푸치노']","[3500, 4000, 4000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220305_136%2F1646458244514lBzA9_JPEG%2F222765B8-528F-40D8-8A6D-5F599174B15B.jpeg,4.68,1,1,0,1,0,1,0,0,0,0,0,0,0,1
몽소,02-706-7646,청파동2가 90-18,청파동,37.5448787,126.9693781,"['샌드위치', '쌀빵', '아마씨호밀빵']","[3800, 4500, 4500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190721_62%2F15636968381316KQwK_JPEG%2FTEK6LNy1k91ZcRHTAIYk26GK.jpg,4.38,1,1,1,0,0,0,1,1,1,1,1,1,0,0
밀키웨이밀크티 숙대점,070-8128-8912,청파동2가 66-15,청파동,37.5448936,126.9670536,['밀크티'],[3500],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190925_15%2F1569414252541TfzDp_JPEG%2FvW_2tc0xYSB5JKnJaK_D7c-r.jpg,4.6,1,1,1,0,1,0,0,1,0,0,1,1,1,0
배스킨라빈스 숙명여대,02-701-3182,청파동3가 109-7 1층,청파동,37.5445265,126.9679447,"['파인트', '쿼터', '듀얼 와츄원 No.9']","[8900, 17000, 31000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190207_263%2F1549518073913VHxxg_JPEG%2FWzOVG98BAb-9oaMe84QYeDV3.jpg,4.46,1,0,1,1,1,0,1,0,1,0,1,0,1,1
베이글팩토리,070-8285-2861,청파동2가 8-28,청파동,37.5462639,126.9673447,"['크림치즈베이글', '아메리카노', '카페라떼']","[4000, 1500, 2500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190418_278%2F1555581243793GDKpo_PNG%2FDE_kq8qVY7_Fgi4l9HI7Crbd.png,4.47,1,1,0,0,1,1,0,1,1,0,1,1,0,0
브루다 숙명여대,070-8866-4096,청파동2가 55-1,청파동,37.5451036,126.9659315,"['아메리카노', '카페라떼', '카페모카']","[1000, 2100, 2600]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200406_27%2F1586179005304iffKS_JPEG%2FwUYgDShMTxFpckfN4_wDfUbm.JPG.jpg,4.54,1,0,0,0,1,0,0,1,1,0,0,1,0,1
빈스쿡,02-713-0959,청파동3가 111-23,청파동,37.5446659,126.9670873,"['에스프레소 쉐이크', '에스프레소류', '에스프레소']","[4500, 3000, 2800]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190518_257%2F1558190570328lYERL_JPEG%2Fn9ExGsfoBbQzftu_C65UYGlY.jpg,4.27,1,1,1,0,0,1,1,1,0,0,1,1,1,0
빛카페,0507-1321-6147,청파동2가 1-17,청파동,37.5485156,126.9633336,['아메리카노 핫'],[3000],https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200124_298%2F1579852144447fG0x1_JPEG%2FoKk7XFn96oWFyDqK0fIM5r89.jpg,2.81,1,0,1,1,1,1,0,1,0,0,0,1,1,1
뽀빠 숙대점,02-702-2130,청파동3가 24-13,청파동,37.5443206,126.970058,"['버블티류', '치즈타르트', '에스프레소']","[3500, 3500, 2500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190818_60%2F1566136944073KnQQ3_JPEG%2FyQW1W4upQmRVmFtmfEqCRGFh.jpg,4.39,1,0,0,0,1,1,0,0,0,0,1,0,0,0
삼정카페,02-703-7460,청파동3가 132-48,청파동,37.5433526,126.9625088,"['샌드위치', '닭가슴살 샐러드', '에그인헬']","[6300, 8300, 10800]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210808_17%2F16283902833426CfOb_JPEG%2FByQ4LTupMcbBLX7lj8DtHRXB.jpg,2.63,1,1,1,0,1,1,0,1,0,0,0,0,0,0
설빙 숙대점,02-715-9888,청파동2가 71-88 2층,청파동,37.5449039,126.9676204,"['인절미설빙', '생딸기 설빙', '밀크팥설빙']","[7900, 9500, 7000]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190927_262%2F15695399946523UzJp_JPEG%2FTLgbyMc1ZA_ZtpVoKv__xeT0.jpg,4.31,1,0,1,1,0,0,1,1,0,1,0,1,0,1
숙대앞 맛있는 샌드위치,02-6052-8920,청파동2가 64-3,청파동,37.5450158,126.9664069,"['클럽샌드위치 2피스\n주문수 53', '클럽샌드위치 1피스\n주문수 39', '아메리카노+클럽\n주문수 12']","[6500, 3500, 5500]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210310_23%2F1615351205404nYGYR_JPEG%2FBoC7kgClGgRnC3kKsSN_JoPN.jpg,4.61,1,1,1,0,1,0,0,0,1,0,1,0,0,1
스타벅스 숙대점,1522-3232,청파동3가 111-35,청파동,37.5445812,126.9671959,"['블랙 글레이즈드 라떼', '그린 애플 캐모마일 티', '보늬밤 몽블랑 롤']","[6300, 6100, 6700]",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png,4.47,1,1,1,1,1,0,1,1,0,0,1,1,0,0
